公司名稱,地區,資本額,公司人數,招募人數 
睿捷大數據科技股份有限公司,台北市信義區,30000000,20,0
無限集點股份有限公司,台北市內湖區,30000000,22,0
英屬開曼群島商翼游數位有限公司台灣分公司,台北市松山區,30000000,30,0
雲未來科技股份有限公司,台北市信義區,30000000,5,0
日商恩沛股份有限公司台北分公司,台北市信義區,30000000,暫不提供,0
世暉資訊科技股份有限公司,台北市中山區,30000000,15,0
寬普數位科技有限公司,台北市大安區,30000000,15,0
台灣信威資訊科技股份有限公司,台北市大安區,30000000,20,0
聯剛科技股份有限公司,台北市信義區,30000000,40,0
聚威寶科技股份有限公司,台北市松山區,30000000,5,0
台灣信威資訊科技股份有限公司,台北市大安區,30000000,20,0
台灣天域科技股份有限公司,台北市中山區,30000000,暫不提供,5
飛騰雲端系統股份有限公司,台北市松山區,30000000,70,6
麗華行電競旗艦館_瑞鋒行,台北市松山區,30000000,30,2
極緻健康科技股份有限公司,台北市信義區,30000000,8,1
恩可語股份有限公司,台北市文山區,29980000,9,0
摩豆創意科技股份有限公司,台北市中山區,29950000,18,0
全球動力科技股份有限公司,台北市內湖區,29950000,35,2
新睿資訊服務股份有限公司,台北市大同區,29900000,50,0
雲鼎數位科技股份有限公司,台北市南港區,29900000,16,0
優朋國際股份有限公司,台北市內湖區,29900000,25,5
幼楨企業股份有限公司,台北市北投區,29800000,15,0
鉅鼎資訊有限公司,台北市大安區,29800000,暫不提供,0
日昇金互聯網股份有限公司,台北市大安區,29800000,10,24
商智資訊股份有限公司,台北市大安區,29800000,90,5
奔馳控股股份有限公司,台北市信義區,29660000,40,0
馥鈺科技股份有限公司,台北市信義區,29600000,8,0
子辰國際開發股份有限公司,台北市內湖區,29500000,暫不提供,0
台灣特思爾大宇宙股份有限公司,台北市大安區,29500000,150,16
創維企業有限公司,台北市內湖區,29320000,19,2
艾瑞得科技股份有限公司,台北市內湖區,29150000,6,0
逍遙遊雲端股份有限公司,台北市中山區,29000000,5,0
進詠實業股份有限公司,台北市內湖區,29000000,50,3
美商源捷有限公司台灣分公司,台北市內湖區,29000000,11,2
聯成國際有限公司,台北市中山區,29000000,30,1
亞斯德科技有限公司,台北市信義區,29000000,17,0
業務人資訊有限公司,台北市中山區,29000000,16,0
仁銓股份有限公司,台北市大安區,29000000,11,0
辰振工業有限公司,台北市內湖區,29000000,30,0
長川資訊股份有限公司,台北市中山區,29000000,12,0
仁銓股份有限公司,台北市大安區,29000000,11,0
業務人資訊有限公司,台北市中山區,29000000,16,0
亞斯德科技有限公司,台北市信義區,29000000,17,0
辰振工業有限公司,台北市內湖區,29000000,30,0
長川資訊股份有限公司,台北市中山區,29000000,12,0
杏翔股份有限公司,台北市內湖區,29000000,60,0
企立股份有限公司,台北市內湖區,29000000,35,0
傑信工業股份有限公司,台北市內湖區,28800000,10,6
登昌恆興業股份有限公司,台北市士林區,28800000,35,5
東利眼鏡實業股份有限公司,台北市內湖區,28640000,15,0
巨華積体電路股份有限公司,台北市南港區,28400000,18,0
育數位科技股份有限公司,台北市中山區,28220000,58,3
碩擇實業股份有限公司,台北市內湖區,28000000,20,0
威超智能股份有限公司,台北市松山區,28000000,5,0
聲特科技股份有限公司,台北市大安區,28000000,10,0
嘻嘻旅遊媒體股份有限公司,台北市中山區,28000000,暫不提供,0
來成系統科技股份有限公司,台北市大安區,28000000,40,0
韋利資訊股份有限公司,台北市中正區,28000000,15,0
伯仲國際股份有限公司,台北市中正區,28000000,20,6
紅門互動股份有限公司,台北市松山區,28000000,25,10
"E-Century Information & Technology Co., LTD_                          先得利資訊科技股份有限公司",台北市內湖區,28000000,30,4
順立智慧股份有限公司,台北市內湖區,28000000,80,32
醫位資訊股份有限公司,台北市大同區,28000000,30,1
翰成數位科技有限公司,台北市內湖區,28000000,20,7
科思達國際股份有限公司,台北市內湖區,28000000,20,6
永吉電腦股份有限公司,台北市信義區,28000000,35,0
天王星多媒體股份有限公司,台北市信義區,28000000,30,0
傳成科技有限公司,台北市大同區,28000000,20,0
雲發互動科技有限公司,台北市內湖區,28000000,暫不提供,0
一綺電子企業股份有限公司,台北市信義區,28000000,30,0
台灣賀利氏材料科技股份有限公司,台北市內湖區,28000000,暫不提供,0
易安網科技股份有限公司,台北市松山區,28000000,暫不提供,0
宇創股份有限公司,台北市內湖區,27740000,暫不提供,0
百商數位科技股份有限公司,台北市大安區,27300000,86,5
美商沛思興業股份有限公司,台北市內湖區,27000000,20,0
鼎創科技股份有限公司,台北市內湖區,27000000,20,0
治略資訊整合股份有限公司,台北市中正區,27000000,14,0
香港商永道無線射頻標籤有限公司台灣分公司,台北市中正區,27000000,暫不提供,7
數美科技股份有限公司,台北市萬華區,27000000,50,3
台灣惠頂益股份有限公司,台北市信義區,27000000,暫不提供,0
奈堤科技股份有限公司,台北市內湖區,26800000,暫不提供,4
智資訊股份有限公司,台北市信義區,26500000,25,0
狀態網際網路股份有限公司,台北市松山區,26500000,40,0
恆通科技股份有限公司,台北市中正區,26350000,28,0
德安資訊股份有限公司,台北市中山區,26200000,90,5
宏庭科技股份有限公司,台北市中山區,26000000,10,0
瞧瞧科技有限公司,台北市南港區,26000000,暫不提供,0
凱亞科技股份有限公司,台北市南港區,26000000,20,4
異奇科技股份有限公司,台北市內湖區,26000000,30,0
群立科技股份有限公司,台北市中山區,26000000,30,0
元利儀器股份有限公司,台北市內湖區,26000000,62,2
豐揚科技股份有限公司,台北市萬華區,26000000,56,0
健康聯網資訊服務股份有限公司,台北市內湖區,25470000,12,0
美商優閣股份有限公司,台北市信義區,25280000,11,0
九福科技顧問股份有限公司,台北市大同區,25260000,暫不提供,3
台精精密股份有限公司,台北市中山區,25000000,16,0
穎哲資訊規劃股份有限公司,台北市文山區,25000000,暫不提供,0
蔡家國際有限公司,台北市中正區,25000000,180,0
華大電子股份有限公司,台北市內湖區,25000000,100,0
廣新開發股份有限公司,台北市信義區,25000000,10,0
泰宇智慧系統股份有限公司,台北市信義區,25000000,12,0
台灣艾普凌科股份有限公司,台北市中山區,25000000,16,0
北雄股份有限公司,台北市松山區,25000000,15,0
沃傑文化有限公司,台北市南港區,25000000,20,0
廣新開發股份有限公司,台北市信義區,25000000,10,0
華大電子股份有限公司,台北市內湖區,25000000,100,0
南翔科技有限公司,台北市士林區,25000000,48,0
萬泰電信股份有限公司,台北市內湖區,25000000,暫不提供,0
華德電子股份有限公司,台北市中山區,25000000,400,0
干城科技股份有限公司,台北市內湖區,25000000,暫不提供,0
網護科技股份有限公司,台北市松山區,25000000,6,0
銀鴻科技股份有限公司,台北市松山區,25000000,暫不提供,0
翊新故事科技有限公司,台北市大同區,25000000,暫不提供,0
天生能源有限公司,台北市北投區,25000000,12,0
台精精密股份有限公司,台北市中山區,25000000,16,0
蔡家國際有限公司,台北市中正區,25000000,180,0
穎哲資訊規劃股份有限公司,台北市文山區,25000000,暫不提供,0
承碩科技有限公司,台北市松山區,25000000,5,0
天翔系統整合股份有限公司,台北市中山區,25000000,40,0
博宇電子股份有限公司,台北市大安區,25000000,50,0
VANKO_豪弓實業有限公司,台北市內湖區,25000000,15,5
上高資訊股份有限公司,台北市大安區,25000000,15,3
神農資訊股份有限公司,台北市南港區,25000000,暫不提供,5
遠業科技股份有限公司,台北市信義區,25000000,15,0
匯智資訊股份有限公司,台北市中正區,25000000,40,0
昱樺科技股份有限公司,台北市內湖區,25000000,暫不提供,0
禾畚興業有限公司,台北市信義區,25000000,20,0
視旅科技股份有限公司,台北市大同區,25000000,15,0
浚鴻數據開發股份有限公司,台北市中正區,25000000,20,0
太睿數位國際股份有限公司,台北市中正區,25000000,暫不提供,0
樂居科技股份有限公司,台北市中正區,25000000,25,1
Ubn Corporapion_ 全球商業網股份有限公司,台北市內湖區,25000000,40,4
香港商華德高科有限公司台灣分公司,台北市中山區,25000000,400,4
飛達智能股份有限公司,台北市南港區,25000000,10,6
寬聯資訊股份有限公司,台北市內湖區,25000000,40,5
元朔資訊股份有限公司,台北市松山區,25000000,5,1
慶燁科技股份有限公司,台北市中正區,25000000,45,1
VANKO_豪弓實業有限公司,台北市內湖區,25000000,15,5
神農資訊股份有限公司,台北市南港區,25000000,暫不提供,5
上高資訊股份有限公司,台北市大安區,25000000,15,3
昱樺科技股份有限公司,台北市內湖區,25000000,暫不提供,0
匯智資訊股份有限公司,台北市中正區,25000000,40,0
禾畚興業有限公司,台北市信義區,25000000,20,0
遠業科技股份有限公司,台北市信義區,25000000,15,0
視旅科技股份有限公司,台北市大同區,25000000,15,0
浚鴻數據開發股份有限公司,台北市中正區,25000000,20,0
吉聯數位科技娛樂股份有限公司,台北市中山區,25000000,暫不提供,0
太睿數位國際股份有限公司,台北市中正區,25000000,暫不提供,0
允有限公司,台北市南港區,25000000,10,0
金撰科技股份有限公司,台北市內湖區,25000000,15,0
台灣雨花石雲計算科技有限公司,台北市中山區,25000000,200,5
通量三維股份有限公司,台北市南港區,25000000,10,2
彩創科技股份有限公司,台北市內湖區,25000000,10,1
易普網路股份有限公司,台北市大安區,24000000,30,0
華艦科技股份有限公司,台北市大安區,24000000,50,0
應用電子股份有限公司,台北市內湖區,24000000,15,0
司馬特科技股份有限公司,台北市內湖區,24000000,30,0
喬睿科技股份有限公司,台北市中正區,24000000,50,11
艾鍗科技有限公司,台北市中正區,23500000,12,9
峰傅智慧股份有限公司,台北市大同區,23200000,15,0
某科技有限公司台灣分公司,台北市內湖區,23000000,200,0
英渥德科技股份有限公司,台北市大安區,23000000,40,0
台灣東芝全球商業解決方案有限公司,台北市南港區,22500000,20,0
安永金融科技股份有限公司,台北市中山區,22500000,15,0
英商安天視聽股份有限公司台灣分公司,台北市大同區,22350000,80,0
東祈企業股份有限公司,台北市中山區,22000000,60,0
日辰資訊股份有限公司,台北市內湖區,22000000,暫不提供,13
聯巨科技股份有限公司,台北市內湖區,22000000,30,8
阿福股份有限公司,台北市中山區,22000000,40,7
安科諾科技有限公司,台北市南港區,22000000,21,3
凱發科技股份有限公司,台北市南港區,22000000,38,6
雪喬股份有限公司,台北市中正區,22000000,暫不提供,0
安鈦資訊股份有限公司,台北市中正區,22000000,46,0
旭傳科技股份有限公司,台北市松山區,21800000,35,2
慧利眾科技股份有限公司,台北市中正區,21760000,暫不提供,0
未來軟體開發有限公司,台北市信義區,21500000,暫不提供,18
今慶科技股份有限公司,台北市內湖區,21000000,42,0
光特資訊科技股份有限公司,台北市大同區,21000000,30,0
風種子股份有限公司,台北市大安區,21000000,5,0
得比仕股份有限公司,台北市內湖區,21000000,18,1
啟錸資通股份有限公司,台北市大同區,21000000,暫不提供,0
聯新電子股份有限公司,台北市內湖區,21000000,25,0
春田科技顧問股份有限公司,台北市中正區,21000000,18,1
百阜科技股份有限公司,台北市內湖區,21000000,60,5
昱勝資訊股份有限公司,台北市文山區,21000000,100,1
亞睿資訊股份有限公司,台北市中正區,21000000,60,4
久泓電子股份有限公司,台北市信義區,20800000,5,0
瑞比智慧科技股份有限公司,台北市大安區,20390000,暫不提供,3
正威網路科技股份有限公司,台北市信義區,20300000,8,0
金緻網路資訊服務股份有限公司,台北市大安區,20270000,11,0
敏泰資訊股份有限公司,台北市內湖區,20250000,96,3
聯合百科電子出版有限公司,台北市中正區,20100000,13,0
保利智能股份有限公司,台北市松山區,20000000,15,0
加簡成廚有限公司,台北市中正區,20000000,5,0
捷將科技有限公司,台北市北投區,20000000,暫不提供,0
莫洱科技股份有限公司,台北市大安區,20000000,暫不提供,0
耀宏科技股份有限公司,台北市內湖區,20000000,10,0
藍色神盾資訊股份有限公司,台北市內湖區,20000000,60,0
拍貼生活股份有限公司,台北市內湖區,20000000,暫不提供,0
昌葧股份有限公司,台北市北投區,20000000,12,0
俊華智能科技有限公司,台北市內湖區,20000000,20,0
英屬安圭拉商欣創國際有限公司,台北市內湖區,20000000,30,0
米爾客國際事業股份有限公司,台北市中山區,20000000,5,0
巨鈦科技股份有限公司,台北市南港區,20000000,8,0
立耀電子股份有限公司,台北市中山區,20000000,暫不提供,0
名碩企業有限公司,台北市松山區,20000000,15,0
同映科技股份有限公司,台北市松山區,20000000,20,0
台芝儀器股份有限公司,台北市內湖區,20000000,暫不提供,0
通泰媒體應用有限公司,台北市大安區,20000000,20,0
雲深創新股份有限公司,台北市中正區,20000000,暫不提供,0
晨宇創新股份有限公司,台北市中正區,20000000,暫不提供,0
丹特科技有限公司,台北市中正區,20000000,6,0
勖昇科技股份有限公司,台北市內湖區,20000000,60,0
哉英電子股份有限公司,台北市中山區,20000000,暫不提供,0
英屬維京群島商皓奇數位媒體有限公司台灣分公司,台北市大安區,20000000,10,0
優方科技股份有限公司,台北市南港區,20000000,11,0
遠榮科技股份有限公司,台北市松山區,20000000,4,0
方象國際有限公司,台北市大同區,20000000,暫不提供,0
香港商斯博科技有限公司台灣分公司,台北市信義區,20000000,70,0
美商Wolf Dataware 五甫科技_高鋒投資股份有限公司,台北市松山區,20000000,暫不提供,0
丹特科技有限公司,台北市中正區,20000000,6,0
米爾客國際事業股份有限公司,台北市中山區,20000000,5,0
保利智能股份有限公司,台北市松山區,20000000,15,0
加簡成廚有限公司,台北市中正區,20000000,5,0
愛訊電網科技股份有限公司,台北市中正區,20000000,14,0
捷將科技有限公司,台北市北投區,20000000,暫不提供,0
莫洱科技股份有限公司,台北市大安區,20000000,暫不提供,0
方象國際有限公司,台北市大同區,20000000,暫不提供,0
優方科技股份有限公司,台北市南港區,20000000,11,0
展嘉科技股份有限公司,台北市內湖區,20000000,8,0
大谷興有限公司,台北市內湖區,20000000,250,0
歆倫有限公司,台北市大同區,20000000,10,0
台灣奧拓利股份有限公司,台北市大同區,20000000,4,0
遼馬數位科技股份有限公司,台北市南港區,20000000,10,0
數位未來股份有限公司,台北市內湖區,20000000,30,0
萬寶華資訊股份有限公司,台北市中山區,20000000,5,0
金諄資訊股份有限公司,台北市信義區,20000000,9,0
威碩系統股份有限公司,台北市內湖區,20000000,暫不提供,3
卓利電子股份有限公司,台北市內湖區,20000000,500,1
安源電腦股份有限公司,台北市內湖區,20000000,40,1
優愛德股份有限公司,台北市松山區,20000000,50,21
大統貿易股份有限公司,台北市松山區,20000000,64,2
松凌科技股份有限公司,台北市中正區,20000000,50,5
捷喜多媒體數位股份有限公司,台北市中正區,20000000,70,11
MyDay_買對股份有限公司,台北市大安區,20000000,120,8
重力科技股份有限公司,台北市中山區,20000000,25,4
捷盟創新國際股份有限公司,台北市北投區,20000000,暫不提供,1
嚮樂科技股份有限公司,台北市內湖區,20000000,20,5
坤巨資訊股份有限公司,台北市內湖區,20000000,30,7
亞太教育訓練網_智谷網絡股份有限公司,台北市大安區,20000000,暫不提供,3
愛合購股份有限公司,台北市中正區,20000000,20,3
博威顧問服務股份有限公司,台北市大同區,20000000,30,9
新諾資訊股份有限公司,台北市大安區,20000000,30,3
聖嘉資訊科技股份有限公司,台北市大安區,20000000,35,2
和順興行動通信有限公司,台北市大安區,20000000,暫不提供,11
鷹騰電子科技股份有限公司,台北市文山區,20000000,20,1
鼎有限公司,台北市中正區,20000000,20,7
達佑科技股份有限公司,台北市中正區,20000000,15,4
至美電器股份有限公司,台北市大安區,20000000,100,0
齊盛資訊股份有限公司,台北市中山區,20000000,6,0
Digital Drift_數位左右有限公司,台北市大安區,20000000,10,0
雲創數位科技股份有限公司,台北市大安區,20000000,暫不提供,0
恩威科技有限公司,台北市松山區,20000000,10,0
元福聯合科技股份有限公司,台北市內湖區,20000000,暫不提供,0
森美科技股份有限公司,台北市內湖區,20000000,6,0
昕傳科技股份有限公司,台北市松山區,20000000,25,0
臺灣亞瑪迪斯股份有限公司,台北市中山區,20000000,50,0
佛羅特科技股份有限公司,台北市內湖區,20000000,15,0
柏昕科技股份有限公司,台北市內湖區,20000000,50,0
誠創資訊股份有限公司,台北市大安區,20000000,5,0
宗豪科技股份有限公司,台北市大安區,20000000,暫不提供,0
兆源股份有限公司,台北市大安區,20000000,15,0
台科三維科技股份有限公司,台北市大安區,20000000,5,0
TVBS集團_英屬開曼群島商聯利科技股份有限公司台灣分公司,台北市內湖區,20000000,暫不提供,0
MyDay_買對股份有限公司,台北市大安區,20000000,120,8
松凌科技股份有限公司,台北市中正區,20000000,50,5
優愛德股份有限公司,台北市松山區,20000000,50,21
卓利電子股份有限公司,台北市內湖區,20000000,500,1
大統貿易股份有限公司,台北市松山區,20000000,64,2
威碩系統股份有限公司,台北市內湖區,20000000,暫不提供,3
安源電腦股份有限公司,台北市內湖區,20000000,40,1
捷喜多媒體數位股份有限公司,台北市中正區,20000000,70,11
亞太教育訓練網_智谷網絡股份有限公司,台北市大安區,20000000,暫不提供,3
坤巨資訊股份有限公司,台北市內湖區,20000000,30,7
捷盟創新國際股份有限公司,台北市北投區,20000000,暫不提供,1
嚮樂科技股份有限公司,台北市內湖區,20000000,20,5
東祥資訊股份有限公司,台北市中山區,20000000,40,7
重力科技股份有限公司,台北市中山區,20000000,25,4
玩美行動股份有限公司,台北市內湖區,20000000,30,3
元細胞遊戲有限公司,台北市中山區,20000000,8,6
雲派科技有限公司,台北市內湖區,20000000,暫不提供,7
台灣英科特國際股份有限公司,台北市信義區,20000000,暫不提供,2
集創立科技有限公司,台北市大安區,20000000,20,1
時現資訊科技股份有限公司,台北市松山區,20000000,30,7
美奇科技股份有限公司,台北市內湖區,20000000,17,3
威旭資訊有限公司,台北市中正區,20000000,暫不提供,9
經緯電通股份有限公司,台北市大安區,20000000,暫不提供,10
利頡資訊科技有限公司,台北市中正區,20000000,24,7
睿莊科技股份有限公司,台北市中山區,20000000,40,2
圍棋人科技股份有限公司,台北市中山區,20000000,16,2
誠意實業有限公司,台北市內湖區,20000000,10,5
手機瘋貿易有限公司,台北市萬華區,20000000,150,8
普匯金融科技股份有限公司,台北市中山區,20000000,20,6
天坦科技股份有限公司,台北市南港區,20000000,暫不提供,1
美商第七線上公司,台北市松山區,20000000,100,1
伍碩科技股份有限公司,台北市大安區,20000000,5,4
共享數位服務股份有限公司,台北市內湖區,20000000,27,2
華奧科技有限公司,台北市南港區,20000000,90,18
生洋網路股份有限公司,台北市松山區,20000000,200,2
華南電腦股份有限公司,台北市中正區,20000000,20,1
優愛德股份有限公司,台北市松山區,20000000,50,21
大統貿易股份有限公司,台北市松山區,20000000,64,2
卓利電子股份有限公司,台北市內湖區,20000000,500,1
威碩系統股份有限公司,台北市內湖區,20000000,暫不提供,3
全勤能源科技服務股份有限公司,台北市松山區,20000000,10,2
普匯金融科技股份有限公司,台北市中山區,20000000,20,6
伍碩科技股份有限公司,台北市大安區,20000000,5,4
天坦科技股份有限公司,台北市南港區,20000000,暫不提供,1
共享數位服務股份有限公司,台北市內湖區,20000000,27,2
超捷新能源有限公司,台北市中正區,20000000,暫不提供,1
美商第七線上公司,台北市松山區,20000000,100,1
華奧科技有限公司,台北市南港區,20000000,90,18
代碼科技有限公司,台北市信義區,20000000,50,17
生洋網路股份有限公司,台北市松山區,20000000,200,2
漢瑞企業股份有限公司,台北市中正區,20000000,5,0
永年資訊股份有限公司,台北市中正區,20000000,30,0
三弦電子股份有限公司,台北市內湖區,20000000,10,0
"WoWi Approval Services, Inc_康來士科技顧問股份有限公司",台北市內湖區,20000000,13,0
茂科技股份有限公司,台北市中正區,20000000,30,0
浩普興業有限公司,台北市中山區,20000000,10,0
鈞林股份有限公司,台北市內湖區,20000000,20,0
魔奇科技股份有限公司,台北市信義區,20000000,12,0
仁維軟體科技有限公司,台北市中山區,20000000,35,0
創鈺國際科技股份有限公司,台北市松山區,20000000,暫不提供,0
立捷速能股份有限公司,台北市信義區,20000000,12,3
正泓電腦股份有限公司,台北市大安區,19800000,10,0
環球睿視股份有限公司,台北市內湖區,19500000,暫不提供,16
樂覓互動科技股份有限公司,台北市信義區,19000000,50,0
絕對科技股份有限公司,台北市內湖區,19000000,9,0
幅銳態科技股份有限公司,台北市中山區,19000000,暫不提供,1
昂奈科技有限公司,台北市大安區,19000000,暫不提供,2
財團法人台灣網路資訊中心,台北市松山區,19000000,36,3
歐理國際股份有限公司,台北市松山區,18500000,暫不提供,1
股感資訊股份有限公司,台北市松山區,18400000,40,18
俊崴科技有限公司,台北市內湖區,18000000,4,0
音樂霸_布拉沃科技有限公司,台北市南港區,18000000,10,0
外商_台灣和冠資訊科技股份有限公司,台北市中山區,18000000,65,0
大鈞科技股份有限公司,台北市中山區,18000000,暫不提供,0
知識力科技股份有限公司,台北市內湖區,18000000,暫不提供,0
雄獅資訊科技股份有限公司,台北市內湖區,18000000,206,2
英屬維京群島商飛力通股份有限公司台灣分公司,台北市內湖區,18000000,40,1
台灣均浩電訊有限公司,台北市信義區,18000000,10,2
亞買訊創意生活股份有限公司,台北市大安區,18000000,8,2
鉅盛資訊股份有限公司,台北市松山區,18000000,30,1
達和技術服務股份有限公司,台北市中山區,17700000,31,3
台灣科睿唯安股份有限公司,台北市信義區,17500000,暫不提供,0
關心網股份有限公司,台北市北投區,17500000,10,0
訊苗科技股份有限公司,台北市南港區,17500000,20,11
奇多比行動軟體股份有限公司,台北市松山區,17290000,10,0
文信電子有限公司,台北市南港區,17000000,180,0
鑒真數位有限公司,台北市中山區,17000000,25,3
回甘人生股份有限公司,台北市松山區,16800000,暫不提供,0
逗寶國際有限公司,台北市信義區,16800000,70,8
鈕酷樂股份有限公司,台北市大安區,16800000,暫不提供,3
環通資訊股份有限公司,台北市大安區,16200000,15,0
Ingenico_聯天科技股份有限公司,台北市中山區,16040000,暫不提供,2
天翔科技有限公司,台北市南港區,16000000,7,0
安慶國際資訊有限公司,台北市中山區,16000000,30,0
熊樂子股份有限公司,台北市南港區,16000000,12,0
輿圖行動股份有限公司,台北市南港區,16000000,8,0
立吉富線上金流股份有限公司,台北市中山區,16000000,10,0
星竑科技有限公司,台北市大安區,16000000,7,0
群益科技股份有限公司,台北市內湖區,16000000,21,1
昊騰科技有限公司,台北市中山區,16000000,16,3
映雲科技股份有限公司,台北市南港區,16000000,35,6
愛可信股份有限公司,台北市大安區,16000000,暫不提供,4
景迅科技有限公司,台北市內湖區,16000000,30,1
券券文化傳媒股份有限公司,台北市大安區,16000000,20,1
宸訊科技股份有限公司,台北市內湖區,15850000,30,0
東方龍數位股份有限公司,台北市南港區,15200000,23,3
數位軸策略行銷顧問股份有限公司,台北市大同區,15100000,15,3
朔方科技有限公司,台北市南港區,15000000,30,0
愛坦科技股份有限公司,台北市內湖區,15000000,30,0
威馳股份有限公司,台北市松山區,15000000,25,0
日商大都電子股份有限公司台北分公司,台北市中正區,15000000,17,0
雲國際有限公司,台北市內湖區,15000000,40,0
達利科技股份有限公司,台北市中山區,15000000,暫不提供,0
喜德碼數位科技股份有限公司,台北市萬華區,15000000,10,0
成境科技有限公司,台北市內湖區,15000000,10,0
思遠資訊股份有限公司,台北市大安區,15000000,17,0
華展光電股份有限公司,台北市內湖區,15000000,25,0
錦旺企業股份有限公司,台北市大安區,15000000,暫不提供,0
萬宇科技有限公司,台北市松山區,15000000,9,0
捷研股份有限公司,台北市內湖區,15000000,5,0
睿寶光電股份有限公司,台北市大同區,15000000,15,0
路口互動科技股份有限公司,台北市信義區,15000000,暫不提供,0
名泰電子股份有限公司,台北市信義區,15000000,35,0
愛點科技股份有限公司,台北市中正區,15000000,12,0
大塚科技股份有限公司,台北市中山區,15000000,35,0
祁聯科技股份有限公司,台北市內湖區,15000000,暫不提供,0
愛坦科技股份有限公司,台北市內湖區,15000000,30,0
日商大都電子股份有限公司台北分公司,台北市中正區,15000000,17,0
威馳股份有限公司,台北市松山區,15000000,25,0
碩利資訊股份有限公司,台北市內湖區,15000000,25,0
誠德科技股份有限公司,台北市中山區,15000000,6,1
台灣三住股份有限公司,台北市松山區,15000000,100,5
飛訊資訊科技有限公司,台北市松山區,15000000,30,2
友誠通信有限公司,台北市士林區,15000000,暫不提供,1
雷影資訊股份有限公司,台北市內湖區,15000000,20,0
三容資訊股份有限公司,台北市大安區,15000000,32,0
北美國際股份有限公司,台北市信義區,15000000,30,0
昇華科技股份有限公司,台北市南港區,15000000,30,0
銳傑科技股份有限公司,台北市文山區,15000000,暫不提供,0
寶階整合科技有限公司,台北市松山區,15000000,暫不提供,3
海外電通股份有限公司,台北市松山區,15000000,12,0
浩合企業有限公司,台北市大安區,15000000,10,0
和順電通有限公司,台北市大安區,15000000,20,0
比特音響電子企業有限公司,台北市中正區,15000000,暫不提供,0
SIGONO_信革數位有限公司,台北市中山區,15000000,20,0
翼詠科技股份有限公司,台北市內湖區,15000000,10,0
六六電商股份有限公司,台北市大安區,15000000,30,0
永杉精密工業股份有限公司,台北市大同區,15000000,暫不提供,0
川升股份有限公司,台北市內湖區,15000000,9,0
達奇資訊股份有限公司,台北市大安區,15000000,10,0
穿透力創意行銷科技有限公司,台北市大安區,15000000,26,2
智源電子股份有限公司,台北市內湖區,15000000,6,2
台灣基恩斯股份有限公司,台北市中山區,15000000,暫不提供,10
英屬維京群島商弘日數位科技股份有限公司台灣分公司,台北市中山區,15000000,70,6
葳訊企業股份有限公司,台北市松山區,15000000,暫不提供,2
豐赫企業有限公司,台北市內湖區,15000000,13,1
亞碩綠能股份有限公司,台北市大同區,15000000,20,7
薩摩亞商安盛資訊股份有限公司台灣分公司,台北市中山區,15000000,30,4
瑞元資訊股份有限公司,台北市中正區,15000000,暫不提供,4
克耐得資訊有限公司,台北市信義區,15000000,50,6
紐碼軟體有限公司,台北市內湖區,15000000,15,2
妞新聞_妞時尚股份有限公司,台北市大安區,15000000,60,16
學悅科技_學悅科技股份有限公司,台北市大安區,15000000,15,2
艾普特媒體有限公司,台北市中山區,15000000,40,8
高旗有限公司,台北市文山區,15000000,暫不提供,1
思哈股份有限公司,台北市松山區,15000000,90,6
全境整合行銷股份有限公司,台北市信義區,15000000,25,5
經遠科技股份有限公司,台北市信義區,15000000,15,13
戰國策網路科技股份有限公司,台北市中山區,15000000,暫不提供,18
美商美創資通股份有限公司台灣分公司,台北市中山區,15000000,暫不提供,6
岳鼎股份有限公司,台北市內湖區,15000000,20,15
香港商柏凱科技有限公司台灣分公司,台北市中山區,15000000,600,5
新加坡商韋能能源有限公司台灣分公司,台北市信義區,15000000,50,7
內容電力股份有限公司,台北市中正區,15000000,6,2
樂晉科技有限公司,台北市大安區,15000000,10,1
祥溢企業有限公司,台北市中山區,15000000,500,12
台灣創先電子有限公司,台北市信義區,15000000,76,7
量趨科技有限公司,台北市信義區,15000000,10,3
極客空間科技有限公司,台北市中山區,15000000,暫不提供,11
數位峰科技股份有限公司,台北市大安區,15000000,30,1
毅誠資訊股份有限公司,台北市大同區,15000000,暫不提供,6
開益科技股份有限公司,台北市中山區,15000000,17,0
領先創新科技股份有限公司,台北市松山區,15000000,暫不提供,6
聯寶科技股份有限公司,台北市內湖區,15000000,30,0
步鄰客股份有限公司,台北市信義區,15000000,40,1
傑飛特科技股份有限公司,台北市萬華區,15000000,18,0
愛可信台灣軟體研發股份有限公司,台北市中山區,14300000,暫不提供,10
耐科思特生物技術股份有限公司,台北市松山區,14000000,暫不提供,0
北辰吉星通股份有限公司,台北市南港區,14000000,暫不提供,0
創雲數據股份有限公司,台北市內湖區,14000000,15,0
展睿科技股份有限公司,台北市大安區,14000000,10,0
OhMyFood吃吧 大數據美食平台_拓熙股份有限公司,台北市大安區,14000000,10,0
樹懶科技股份有限公司,台北市中山區,14000000,暫不提供,0
台灣三井化學股份有限公司,台北市中正區,14000000,31,0
繹宇數位科技股份有限公司,台北市松山區,14000000,35,0
台灣音牆網路有限公司,台北市內湖區,14000000,暫不提供,2
原見精機股份有限公司,台北市南港區,14000000,暫不提供,6
睿元國際股份有限公司,台北市松山區,13880000,10,0
友拓科技股份有限公司,台北市信義區,13850000,12,5
九比一股份有限公司,台北市萬華區,13800000,7,0
百是通國際開發股份有限公司,台北市信義區,13800000,暫不提供,0
